CheckingStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsStatus,Employment,InstallmentCommitment,PersonalStatus,OtherParties,ResidenceSince,PropertyMagnitude,Age,OtherPaymentPlans,Housing,ExistingCredits,Job,NumDependents,OwnTelephone,ForeignWorker,Class
0<=X<200,12.0,ExistingCreditPaid,FurnitureOrEquipment,2762.0,NoSavings,>=7,1.0,DivorcedFemale,none,2.0,LifeInsurance,25.0,Bank,Own,1.0,Skilled,1.0,1,1,no
0<=X<200,18.0,ExistingCreditPaid,UsedCar,2779.0,<100,1<=X<4,1.0,MarriedMale,none,3.0,Car,21.0,None,Rent,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,28.0,OtherBankCredit,RadioOrTV,2743.0,<100,>=7,4.0,SingleMale,none,2.0,Car,29.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,OtherBankCredit,RadioOrTV,1149.0,>=1000,1<=X<4,4.0,SingleMale,none,3.0,RealEstate,46.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,9.0,ExistingCreditPaid,FurnitureOrEquipment,1313.0,<100,>=7,1.0,SingleMale,none,4.0,Car,20.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,18.0,OtherBankCredit,Repairs,1190.0,<100,Unemployed,2.0,DivorcedFemale,none,4.0,NoKnownProperty,55.0,None,ForFree,3.0,UnskilledNonResident,2.0,0,1,no
NoCheckingAccount,5.0,ExistingCreditPaid,Business,3448.0,<100,4<=X<7,1.0,SingleMale,none,4.0,RealEstate,74.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,24.0,ExistingCreditPaid,Other,11328.0,<100,1<=X<4,2.0,SingleMale,co applicant,3.0,Car,29.0,Bank,Own,2.0,HighlyQualified,1.0,1,1,no
<0,6.0,OtherBankCredit,FurnitureOrEquipment,1872.0,<100,Unemployed,4.0,SingleMale,none,4.0,NoKnownProperty,36.0,None,ForFree,3.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,24.0,OtherBankCredit,Repairs,2058.0,<100,1<=X<4,4.0,DivorcedMale,none,2.0,RealEstate,33.0,None,Own,2.0,Skilled,1.0,1,1,yes
<0,9.0,ExistingCreditPaid,FurnitureOrEquipment,2136.0,<100,1<=X<4,3.0,SingleMale,none,2.0,RealEstate,25.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,RadioOrTV,1484.0,NoSavings,1<=X<4,2.0,MarriedMale,none,1.0,RealEstate,25.0,None,Own,1.0,Skilled,1.0,1,1,no
NoCheckingAccount,6.0,ExistingCreditPaid,Repairs,660.0,500<=X<1000,4<=X<7,2.0,MarriedMale,none,4.0,RealEstate,23.0,None,Rent,1.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,24.0,OtherBankCredit,NewCar,1287.0,>=1000,>=7,4.0,DivorcedFemale,none,4.0,RealEstate,37.0,None,Own,2.0,Skilled,1.0,1,1,yes
<0,42.0,OtherBankCredit,Repairs,3394.0,<100,Unemployed,4.0,SingleMale,co applicant,4.0,Car,65.0,None,Own,2.0,UnskilledNonResident,1.0,0,1,yes
>=200,12.0,AllCreditsPaid,Business,609.0,<100,<1,4.0,DivorcedFemale,none,1.0,RealEstate,26.0,None,Own,1.0,UnskilledNonResident,1.0,0,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,NewCar,1884.0,<100,>=7,4.0,SingleMale,none,4.0,Car,39.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
<0,12.0,ExistingCreditPaid,FurnitureOrEquipment,1620.0,<100,1<=X<4,2.0,DivorcedFemale,co applicant,3.0,LifeInsurance,30.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,20.0,PreviouslyDelayedPayment,Other,2629.0,<100,1<=X<4,2.0,SingleMale,none,3.0,Car,29.0,Bank,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,12.0,ExistingCreditPaid,Education,719.0,<100,>=7,4.0,SingleMale,none,4.0,Car,41.0,Bank,Own,1.0,UnskilledResident,2.0,0,1,no
0<=X<200,48.0,OtherBankCredit,FurnitureOrEquipment,5096.0,<100,1<=X<4,2.0,DivorcedFemale,none,3.0,Car,30.0,None,Own,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,9.0,OtherBankCredit,Education,1244.0,NoSavings,>=7,4.0,DivorcedFemale,none,4.0,LifeInsurance,41.0,None,Rent,2.0,UnskilledResident,1.0,0,1,yes
<0,36.0,ExistingCreditPaid,NewCar,1842.0,<100,<1,4.0,DivorcedFemale,none,4.0,Car,34.0,None,Own,1.0,Skilled,1.0,1,1,no
0<=X<200,7.0,ExistingCreditPaid,RadioOrTV,2576.0,<100,1<=X<4,2.0,SingleMale,guarantor,2.0,RealEstate,35.0,None,Own,1.0,Skilled,1.0,0,1,yes
>=200,12.0,ExistingCreditPaid,FurnitureOrEquipment,1424.0,NoSavings,>=7,3.0,DivorcedFemale,none,4.0,RealEstate,55.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,15.0,PreviouslyDelayedPayment,Repairs,1512.0,>=1000,1<=X<4,3.0,MarriedMale,none,3.0,LifeInsurance,61.0,Stores,Own,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,36.0,OtherBankCredit,UsedCar,11054.0,NoSavings,1<=X<4,4.0,SingleMale,none,2.0,Car,30.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,6.0,ExistingCreditPaid,RadioOrTV,518.0,<100,1<=X<4,3.0,DivorcedFemale,none,1.0,RealEstate,29.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,12.0,NoCredits,FurnitureOrEquipment,2759.0,<100,>=7,2.0,SingleMale,none,4.0,LifeInsurance,34.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,UsedCar,2670.0,<100,>=7,4.0,SingleMale,none,4.0,Car,35.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
<0,24.0,ExistingCreditPaid,NewCar,4817.0,<100,4<=X<7,2.0,SingleMale,co applicant,3.0,LifeInsurance,31.0,None,Own,1.0,Skilled,1.0,1,1,no
NoCheckingAccount,24.0,ExistingCreditPaid,UsedCar,2679.0,<100,<1,4.0,DivorcedFemale,none,1.0,NoKnownProperty,29.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
<0,11.0,OtherBankCredit,NewCar,3905.0,<100,1<=X<4,2.0,SingleMale,none,2.0,RealEstate,36.0,None,Rent,2.0,Skilled,2.0,0,1,yes
<0,12.0,ExistingCreditPaid,UsedCar,3386.0,<100,>=7,3.0,SingleMale,none,4.0,NoKnownProperty,35.0,None,ForFree,1.0,Skilled,1.0,1,1,no
<0,6.0,ExistingCreditPaid,DomesticAppliance,343.0,<100,<1,4.0,DivorcedFemale,none,1.0,RealEstate,27.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,RadioOrTV,4594.0,<100,<1,3.0,SingleMale,none,2.0,Car,32.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,36.0,ExistingCreditPaid,FurnitureOrEquipment,3620.0,<100,1<=X<4,1.0,SingleMale,guarantor,2.0,LifeInsurance,37.0,None,Own,1.0,Skilled,2.0,0,1,yes
<0,15.0,ExistingCreditPaid,NewCar,1721.0,<100,<1,2.0,SingleMale,none,3.0,RealEstate,36.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,FurnitureOrEquipment,3017.0,<100,<1,3.0,DivorcedFemale,none,1.0,RealEstate,34.0,None,Rent,1.0,HighlyQualified,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,Retraining,754.0,NoSavings,>=7,4.0,SingleMale,none,4.0,LifeInsurance,38.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,Business,1950.0,<100,4<=X<7,4.0,SingleMale,none,1.0,Car,34.0,Stores,Own,2.0,Skilled,1.0,1,1,yes
<0,24.0,ExistingCreditPaid,UsedCar,2924.0,<100,1<=X<4,3.0,SingleMale,guarantor,4.0,NoKnownProperty,63.0,Bank,Own,1.0,Skilled,2.0,1,1,yes
<0,24.0,PreviouslyDelayedPayment,RadioOrTV,1659.0,<100,<1,4.0,DivorcedFemale,none,2.0,Car,29.0,None,Rent,1.0,UnskilledResident,1.0,1,1,no
NoCheckingAccount,48.0,PreviouslyDelayedPayment,RadioOrTV,7238.0,NoSavings,>=7,3.0,SingleMale,none,3.0,Car,32.0,Bank,Own,2.0,Skilled,2.0,0,1,yes
NoCheckingAccount,33.0,PreviouslyDelayedPayment,Business,2764.0,<100,1<=X<4,2.0,DivorcedFemale,none,2.0,Car,26.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,24.0,PreviouslyDelayedPayment,UsedCar,4679.0,<100,4<=X<7,3.0,SingleMale,none,3.0,Car,35.0,None,Own,2.0,UnskilledResident,1.0,1,1,yes
0<=X<200,24.0,ExistingCreditPaid,RadioOrTV,3092.0,100<=X<500,<1,3.0,MarriedMale,none,2.0,Car,22.0,None,Rent,1.0,Skilled,1.0,1,1,no
<0,6.0,ExistingCreditPaid,Education,448.0,<100,<1,4.0,DivorcedFemale,none,4.0,LifeInsurance,23.0,None,Own,1.0,Skilled,1.0,0,1,no
<0,9.0,ExistingCreditPaid,NewCar,654.0,<100,1<=X<4,4.0,SingleMale,none,3.0,Car,28.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
NoCheckingAccount,6.0,ExistingCreditPaid,Retraining,1238.0,NoSavings,Unemployed,4.0,SingleMale,none,4.0,LifeInsurance,36.0,None,Own,1.0,HighlyQualified,2.0,1,1,yes
0<=X<200,18.0,OtherBankCredit,RadioOrTV,1245.0,<100,1<=X<4,4.0,MarriedMale,none,2.0,Car,33.0,None,Own,1.0,Skilled,1.0,0,1,no
<0,18.0,NoCredits,FurnitureOrEquipment,3114.0,<100,<1,1.0,DivorcedFemale,none,4.0,LifeInsurance,26.0,None,Rent,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,39.0,ExistingCreditPaid,UsedCar,2569.0,500<=X<1000,1<=X<4,4.0,SingleMale,none,4.0,Car,24.0,None,Own,1.0,Skilled,1.0,0,1,yes
>=200,24.0,ExistingCreditPaid,RadioOrTV,5152.0,<100,4<=X<7,4.0,SingleMale,none,2.0,Car,25.0,Bank,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,Business,1037.0,100<=X<500,4<=X<7,3.0,SingleMale,none,4.0,RealEstate,39.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
<0,15.0,OtherBankCredit,FurnitureOrEquipment,1478.0,<100,>=7,4.0,SingleMale,none,4.0,Car,44.0,None,Own,2.0,Skilled,2.0,1,1,yes
0<=X<200,12.0,OtherBankCredit,RadioOrTV,3573.0,<100,1<=X<4,1.0,DivorcedFemale,none,1.0,RealEstate,23.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,24.0,ExistingCreditPaid,NewCar,1201.0,<100,<1,4.0,SingleMale,none,1.0,LifeInsurance,26.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,30.0,ExistingCreditPaid,FurnitureOrEquipment,3622.0,>=1000,>=7,4.0,DivorcedFemale,none,4.0,LifeInsurance,57.0,None,Rent,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,15.0,PreviouslyDelayedPayment,FurnitureOrEquipment,960.0,>=1000,4<=X<7,3.0,DivorcedFemale,none,2.0,LifeInsurance,30.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,12.0,OtherBankCredit,NewCar,1163.0,500<=X<1000,1<=X<4,4.0,SingleMale,none,4.0,RealEstate,44.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,6.0,PreviouslyDelayedPayment,NewCar,1209.0,<100,Unemployed,4.0,SingleMale,none,4.0,LifeInsurance,47.0,None,Own,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,RadioOrTV,3077.0,<100,1<=X<4,2.0,SingleMale,none,4.0,Car,52.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,NewCar,3757.0,<100,>=7,4.0,DivorcedFemale,co applicant,4.0,NoKnownProperty,62.0,None,ForFree,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,10.0,ExistingCreditPaid,NewCar,1418.0,100<=X<500,1<=X<4,3.0,SingleMale,none,2.0,RealEstate,35.0,None,Rent,1.0,UnskilledResident,1.0,0,0,yes
NoCheckingAccount,6.0,ExistingCreditPaid,NewCar,3518.0,<100,1<=X<4,2.0,SingleMale,guarantor,3.0,LifeInsurance,26.0,None,Rent,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,12.0,OtherBankCredit,RadioOrTV,1934.0,<100,>=7,2.0,SingleMale,none,2.0,NoKnownProperty,26.0,None,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,27.0,NoCredits,Business,8318.0,<100,>=7,2.0,DivorcedFemale,none,4.0,NoKnownProperty,42.0,None,ForFree,2.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,6.0,OtherBankCredit,RadioOrTV,1237.0,100<=X<500,1<=X<4,1.0,DivorcedFemale,none,1.0,LifeInsurance,27.0,None,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,6.0,ExistingCreditPaid,RadioOrTV,368.0,NoSavings,>=7,4.0,SingleMale,none,4.0,LifeInsurance,38.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,12.0,OtherBankCredit,NewCar,2122.0,<100,1<=X<4,3.0,SingleMale,none,2.0,RealEstate,39.0,None,Rent,2.0,UnskilledResident,2.0,0,0,yes
<0,24.0,ExistingCreditPaid,FurnitureOrEquipment,2996.0,NoSavings,1<=X<4,2.0,MarriedMale,none,4.0,Car,20.0,None,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,36.0,ExistingCreditPaid,FurnitureOrEquipment,9034.0,100<=X<500,<1,4.0,SingleMale,co applicant,1.0,NoKnownProperty,29.0,None,Rent,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,24.0,OtherBankCredit,FurnitureOrEquipment,1585.0,<100,4<=X<7,4.0,SingleMale,none,3.0,LifeInsurance,40.0,None,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,18.0,ExistingCreditPaid,RadioOrTV,1301.0,<100,>=7,4.0,MarriedMale,guarantor,2.0,RealEstate,32.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
>=200,6.0,OtherBankCredit,NewCar,1323.0,100<=X<500,>=7,2.0,DivorcedMale,none,4.0,Car,28.0,None,Own,2.0,Skilled,2.0,1,1,yes
<0,24.0,ExistingCreditPaid,NewCar,3123.0,<100,<1,4.0,DivorcedFemale,none,1.0,LifeInsurance,27.0,None,Own,1.0,Skilled,1.0,0,1,no
<0,36.0,ExistingCreditPaid,UsedCar,5493.0,<100,>=7,2.0,SingleMale,none,4.0,NoKnownProperty,42.0,None,ForFree,1.0,Skilled,2.0,0,1,yes
>=200,9.0,ExistingCreditPaid,RadioOrTV,1126.0,100<=X<500,>=7,2.0,DivorcedMale,none,4.0,RealEstate,49.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,24.0,OtherBankCredit,RadioOrTV,1216.0,100<=X<500,<1,4.0,SingleMale,none,4.0,NoKnownProperty,38.0,Bank,Own,2.0,Skilled,2.0,0,1,no
<0,24.0,ExistingCreditPaid,NewCar,1207.0,<100,<1,4.0,DivorcedFemale,none,4.0,LifeInsurance,24.0,None,Rent,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,10.0,ExistingCreditPaid,NewCar,1309.0,NoSavings,1<=X<4,4.0,SingleMale,guarantor,4.0,LifeInsurance,27.0,None,Own,1.0,UnskilledResident,1.0,0,1,no
>=200,15.0,OtherBankCredit,UsedCar,2360.0,500<=X<1000,1<=X<4,2.0,SingleMale,none,2.0,Car,36.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,15.0,AllCreditsPaid,NewCar,6850.0,100<=X<500,Unemployed,1.0,SingleMale,none,2.0,LifeInsurance,34.0,None,Own,1.0,HighlyQualified,2.0,1,1,no
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,1413.0,<100,1<=X<4,4.0,MarriedMale,none,2.0,LifeInsurance,28.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,39.0,ExistingCreditPaid,UsedCar,8588.0,100<=X<500,>=7,4.0,SingleMale,none,2.0,Car,45.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
<0,12.0,ExistingCreditPaid,NewCar,759.0,<100,4<=X<7,4.0,SingleMale,none,2.0,RealEstate,26.0,None,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,36.0,ExistingCreditPaid,UsedCar,4686.0,<100,1<=X<4,2.0,SingleMale,none,2.0,NoKnownProperty,32.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,yes
>=200,15.0,ExistingCreditPaid,Business,2687.0,<100,4<=X<7,2.0,SingleMale,none,4.0,LifeInsurance,26.0,None,Rent,1.0,Skilled,1.0,1,1,yes
0<=X<200,12.0,PreviouslyDelayedPayment,RadioOrTV,585.0,<100,1<=X<4,4.0,MarriedMale,co applicant,4.0,RealEstate,20.0,None,Rent,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,NewCar,2255.0,NoSavings,<1,4.0,SingleMale,none,1.0,LifeInsurance,54.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,6.0,OtherBankCredit,NewCar,609.0,<100,4<=X<7,4.0,DivorcedFemale,none,3.0,LifeInsurance,37.0,None,Own,2.0,Skilled,1.0,0,0,yes
<0,6.0,OtherBankCredit,NewCar,1361.0,<100,<1,2.0,SingleMale,none,4.0,RealEstate,40.0,None,Own,1.0,UnskilledResident,2.0,0,0,yes
NoCheckingAccount,36.0,OtherBankCredit,FurnitureOrEquipment,7127.0,<100,<1,2.0,DivorcedFemale,none,4.0,LifeInsurance,23.0,None,Rent,2.0,Skilled,1.0,1,1,no
<0,6.0,ExistingCreditPaid,NewCar,1203.0,100<=X<500,>=7,3.0,SingleMale,none,2.0,LifeInsurance,43.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,6.0,OtherBankCredit,RadioOrTV,700.0,NoSavings,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,36.0,None,ForFree,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,OtherBankCredit,Repairs,5507.0,<100,>=7,3.0,SingleMale,none,4.0,NoKnownProperty,44.0,None,ForFree,2.0,Skilled,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,RadioOrTV,3190.0,<100,1<=X<4,2.0,DivorcedFemale,none,2.0,RealEstate,24.0,None,Own,1.0,Skilled,1.0,0,1,no
<0,48.0,NoCredits,FurnitureOrEquipment,7119.0,<100,1<=X<4,3.0,SingleMale,none,4.0,NoKnownProperty,53.0,None,ForFree,2.0,Skilled,2.0,0,1,no
NoCheckingAccount,24.0,ExistingCreditPaid,UsedCar,3488.0,100<=X<500,4<=X<7,3.0,DivorcedFemale,none,4.0,Car,23.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,18.0,ExistingCreditPaid,RadioOrTV,1113.0,<100,1<=X<4,4.0,DivorcedFemale,guarantor,4.0,RealEstate,26.0,None,Own,1.0,UnskilledResident,2.0,0,1,yes
0<=X<200,26.0,ExistingCreditPaid,UsedCar,7966.0,<100,<1,2.0,SingleMale,none,3.0,Car,30.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,15.0,OtherBankCredit,Education,1532.0,100<=X<500,1<=X<4,4.0,DivorcedFemale,none,3.0,Car,31.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,4.0,OtherBankCredit,RadioOrTV,1503.0,<100,4<=X<7,2.0,SingleMale,none,1.0,RealEstate,42.0,None,Own,2.0,UnskilledResident,2.0,0,1,yes
<0,36.0,ExistingCreditPaid,RadioOrTV,2302.0,<100,1<=X<4,4.0,DivorcedMale,none,4.0,Car,31.0,None,Rent,1.0,Skilled,1.0,0,1,no
<0,6.0,ExistingCreditPaid,NewCar,662.0,<100,<1,3.0,SingleMale,none,4.0,RealEstate,41.0,None,Own,1.0,UnskilledResident,2.0,1,1,yes
0<=X<200,36.0,ExistingCreditPaid,Education,2273.0,<100,4<=X<7,3.0,SingleMale,none,1.0,Car,32.0,None,Own,2.0,Skilled,2.0,0,1,yes
0<=X<200,15.0,ExistingCreditPaid,NewCar,2631.0,100<=X<500,1<=X<4,2.0,DivorcedFemale,none,4.0,Car,28.0,None,Rent,2.0,Skilled,1.0,1,1,no
NoCheckingAccount,12.0,PreviouslyDelayedPayment,UsedCar,1503.0,<100,1<=X<4,4.0,MarriedMale,none,4.0,RealEstate,41.0,None,Rent,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,1311.0,100<=X<500,4<=X<7,4.0,MarriedMale,none,3.0,LifeInsurance,26.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,3105.0,NoSavings,<1,4.0,SingleMale,none,2.0,Car,25.0,None,Own,2.0,Skilled,1.0,0,1,yes
>=200,21.0,OtherBankCredit,Education,2319.0,<100,<1,2.0,DivorcedMale,none,1.0,Car,33.0,None,Rent,1.0,Skilled,1.0,0,1,no
<0,6.0,ExistingCreditPaid,NewCar,1374.0,NoSavings,Unemployed,4.0,DivorcedFemale,none,3.0,LifeInsurance,75.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,18.0,OtherBankCredit,FurnitureOrEquipment,3612.0,<100,>=7,3.0,DivorcedFemale,none,4.0,LifeInsurance,37.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,48.0,ExistingCreditPaid,NewCar,7763.0,<100,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,42.0,Bank,ForFree,1.0,HighlyQualified,1.0,0,1,no
>=200,18.0,ExistingCreditPaid,FurnitureOrEquipment,3049.0,<100,<1,1.0,DivorcedFemale,none,1.0,LifeInsurance,45.0,Stores,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,RadioOrTV,1534.0,<100,<1,1.0,MarriedMale,none,1.0,RealEstate,23.0,None,Rent,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,24.0,PreviouslyDelayedPayment,NewCar,2032.0,<100,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,60.0,None,ForFree,2.0,Skilled,1.0,1,1,yes
<0,30.0,ExistingCreditPaid,FurnitureOrEquipment,6350.0,NoSavings,>=7,4.0,SingleMale,none,4.0,LifeInsurance,31.0,None,Own,1.0,Skilled,1.0,0,1,no
>=200,18.0,ExistingCreditPaid,FurnitureOrEquipment,2864.0,<100,1<=X<4,2.0,SingleMale,none,1.0,RealEstate,34.0,None,Own,1.0,UnskilledResident,2.0,0,1,no
NoCheckingAccount,12.0,OtherBankCredit,NewCar,1255.0,<100,>=7,4.0,SingleMale,none,4.0,RealEstate,61.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
<0,24.0,PreviouslyDelayedPayment,NewCar,1333.0,<100,Unemployed,4.0,SingleMale,none,2.0,RealEstate,43.0,None,ForFree,2.0,Skilled,2.0,0,1,no
NoCheckingAccount,24.0,OtherBankCredit,NewCar,2022.0,<100,1<=X<4,4.0,DivorcedFemale,none,4.0,Car,37.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,1552.0,<100,4<=X<7,3.0,SingleMale,none,1.0,Car,32.0,Bank,Own,1.0,Skilled,2.0,0,1,yes
<0,12.0,AllCreditsPaid,RadioOrTV,626.0,<100,1<=X<4,4.0,DivorcedFemale,none,4.0,RealEstate,24.0,Bank,Own,1.0,UnskilledResident,1.0,0,1,no
NoCheckingAccount,48.0,OtherBankCredit,UsedCar,8858.0,NoSavings,4<=X<7,2.0,SingleMale,none,1.0,NoKnownProperty,35.0,None,ForFree,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,12.0,OtherBankCredit,Repairs,996.0,NoSavings,4<=X<7,4.0,DivorcedFemale,none,4.0,RealEstate,23.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,6.0,AllCreditsPaid,RadioOrTV,1750.0,500<=X<1000,>=7,2.0,SingleMale,none,4.0,LifeInsurance,45.0,Bank,Own,1.0,UnskilledResident,2.0,0,1,yes
<0,48.0,ExistingCreditPaid,RadioOrTV,6999.0,<100,4<=X<7,1.0,MarriedMale,guarantor,1.0,RealEstate,34.0,None,Own,2.0,Skilled,1.0,1,1,no
0<=X<200,12.0,OtherBankCredit,NewCar,1995.0,100<=X<500,<1,4.0,SingleMale,none,1.0,Car,27.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,9.0,ExistingCreditPaid,Education,1199.0,<100,4<=X<7,4.0,DivorcedFemale,none,4.0,LifeInsurance,67.0,None,Own,2.0,HighlyQualified,1.0,1,1,yes
0<=X<200,12.0,ExistingCreditPaid,RadioOrTV,1331.0,<100,<1,2.0,SingleMale,none,1.0,Car,22.0,Stores,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,18.0,NoCredits,NewCar,2278.0,100<=X<500,<1,3.0,DivorcedFemale,none,3.0,Car,28.0,None,Own,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,21.0,NoCredits,NewCar,5003.0,NoSavings,1<=X<4,1.0,DivorcedFemale,none,4.0,LifeInsurance,29.0,Bank,Own,2.0,Skilled,1.0,1,1,no
<0,24.0,AllCreditsPaid,FurnitureOrEquipment,3552.0,<100,4<=X<7,3.0,SingleMale,none,4.0,Car,27.0,Bank,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,18.0,OtherBankCredit,FurnitureOrEquipment,1928.0,<100,<1,2.0,SingleMale,none,2.0,RealEstate,31.0,None,Own,2.0,UnskilledResident,1.0,0,1,no
<0,24.0,ExistingCreditPaid,UsedCar,2964.0,NoSavings,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,49.0,Bank,ForFree,1.0,Skilled,2.0,1,1,yes
<0,24.0,AllCreditsPaid,RadioOrTV,1546.0,<100,4<=X<7,4.0,SingleMale,guarantor,4.0,Car,24.0,Bank,Rent,1.0,UnskilledResident,1.0,0,1,no
>=200,6.0,PreviouslyDelayedPayment,RadioOrTV,683.0,<100,<1,2.0,DivorcedFemale,none,1.0,LifeInsurance,29.0,Bank,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,36.0,ExistingCreditPaid,NewCar,12389.0,NoSavings,1<=X<4,1.0,SingleMale,none,4.0,NoKnownProperty,37.0,None,ForFree,1.0,Skilled,1.0,1,1,no
0<=X<200,24.0,PreviouslyDelayedPayment,Business,4712.0,NoSavings,1<=X<4,4.0,SingleMale,none,2.0,LifeInsurance,37.0,Bank,Own,2.0,HighlyQualified,1.0,1,1,yes
0<=X<200,24.0,PreviouslyDelayedPayment,RadioOrTV,1553.0,100<=X<500,4<=X<7,3.0,DivorcedFemale,none,2.0,LifeInsurance,23.0,None,Rent,2.0,Skilled,1.0,1,1,yes
<0,12.0,ExistingCreditPaid,NewCar,1372.0,<100,4<=X<7,2.0,DivorcedMale,none,3.0,Car,36.0,None,Own,1.0,Skilled,1.0,0,1,no
